Lines_of_Code,Cyclomatic_Complexity,Num_Functions,Code_Churn,Comment_Density,Num_Bugs,Has_Unit_Tests,Code_Owner_Experience,Quality_Label
1485.0,18,42,31.65434145376726,0.6222907334791035,5,Yes,9,Low
1160.0,5,96,191.3508755716275,0.776076861995634,6,No,7,High
9663.0,25,67,93.77704149460283,0.5755452915853541,0,No,7,High
8023.0,36,174,40.43826374394599,0.5637659912207031,0,No,4,Medium
4238.0,10,140,151.9791537622301,0.7875162213374521,2,Yes,9,Low
1249.0,46,34,45.55467831848763,0.38195894558701027,3,No,8,Medium
7793.0,23,68,157.81105492455225,0.1815494687842533,5,No,4,Low
7592.0,24,13,90.40217664533279,0.4124354239156651,2,Yes,6,High
6427.0,45,61,82.53884746433917,0.2430966119044912,0,No,4,Low
3453.0,10,111,34.91794297313278,0.96934978372009,5,No,1,Medium
6069.0,6,191,47.82046641870825,0.6197603927290225,4,No,5,High
4728.0,13,99,108.02326362708101,0.5019403881948568,2,No,3,Medium
3548.0,21,199,18.039966741790906,0.9208466903409106,1,No,1,Medium
5427.0,32,79,134.46126522102918,0.9103252486303929,5,No,2,Low
9792.0,43,9,73.75930704936687,0.4741275511667886,3,No,2,High
5149.0,15,99,80.18055105892539,0.8872546260248293,4,No,8,Medium
168.0,2,8,129.1582435481737,0.15762333982871107,4,Yes,4,Medium
3608.0,15,12,89.79636642826182,0.8971472307992922,3,Yes,3,Low
400.0,17,174,161.52881312062047,0.37952517569988853,1,Yes,4,Medium
6897.0,20,167,-2.517762020857475,0.6086100559065591,1,Yes,1,High
2700.0,6,145,140.02261347902046,0.3427197249451519,4,Yes,1,High
,15,137,101.20444706283301,0.9863196014524055,2,Yes,5,Low
5005.0,17,44,,0.16460198500265222,3,Yes,7,Medium
4118.0,26,23,,0.502259758102586,2,No,9,Low
3182.0,22,86,129.34118850620553,0.6588893393502051,4,No,7,Low
7174.0,9,129,111.41696286421633,0.6540510271035614,2,No,5,Medium
1339.0,12,8,,0.7648825507883594,5,No,3,High
559.0,22,132,64.72669966794764,0.7519737936898387,2,No,8,Low
8082.0,23,191,46.05289694645144,0.8138284346802731,3,Yes,7,High
2726.0,37,150,168.29675865065394,0.31085866854072247,2,Yes,4,High
3863.0,14,156,141.33679243881122,0.4334558440617051,3,No,1,Medium
7120.0,24,111,128.43268483226868,0.4438298043822454,4,No,3,Medium
2901.0,8,97,78.65013356228542,0.9602556948191279,3,No,8,High
563.0,26,35,201.6946458389134,0.4683806713766874,4,Yes,2,High
1097.0,32,62,65.27759940670833,0.29968228963420923,1,Yes,9,High
5741.0,28,32,81.0964085746948,0.6691099837525756,3,No,4,Low
6484.0,32,141,190.64771472325265,0.4845402233427054,2,Yes,7,High
1778.0,22,177,97.37955357403864,,1,No,7,Low
964.0,49,94,186.9054855504101,,2,No,8,Medium
,9,53,118.92976064909415,0.2727327579829556,4,Yes,7,Medium
7836.0,3,115,74.26110071921065,0.6700186365934135,4,No,4,High
2797.0,25,6,90.20954359990503,0.48747763876336936,1,Yes,7,Medium
9156.0,39,10,64.15972390634278,0.387250447897605,0,No,5,High
3026.0,12,33,134.66664428699158,0.9513840407385711,3,No,7,Low
7642.0,29,158,161.14445345551468,0.39196675703330197,5,Yes,3,High
4529.0,3,160,123.36627008171854,0.4127566367349714,4,Yes,7,Medium
7510.0,41,11,114.18148328514518,0.8835745277198539,1,Yes,7,High
7318.0,46,38,48.03827052309758,0.21613902658794393,3,No,2,Medium
7125.0,23,188,154.66962508876063,0.19726187468145495,6,No,8,Low
2497.0,23,142,141.9948442838416,0.3544370056760523,5,No,7,Medium
2321.0,18,116,113.90460802817819,0.6324723309470138,4,No,9,Medium
,11,61,84.93136226298051,0.4458701440991242,6,No,4,Medium
6604.0,36,179,102.19524368344378,0.6476990327521076,2,Yes,9,Medium
7622.0,26,31,54.50536189806164,0.2437755679399912,4,Yes,1,Medium
5885.0,8,43,26.284105785837255,0.33530576389061234,5,No,5,Medium
6319.0,28,154,85.0076381250744,0.6086461004312245,0,Yes,7,High
4098.0,18,123,56.99878080391061,0.29543428203285915,2,Yes,4,Low
2903.0,13,151,,,5,No,7,High
4647.0,36,104,75.6024403929095,0.6153830892925206,1,Yes,9,Low
6610.0,42,13,96.09872503648798,0.9762858120528229,3,No,5,High
9117.0,40,151,92.81524411689128,0.17189799208983386,2,No,5,Low
3761.0,44,6,,0.5143725807138144,4,Yes,2,Low
151.0,12,96,117.39487734857371,0.45664386466791784,10,Yes,5,High
6158.0,22,193,106.5748269837794,,0,No,8,High
3615.0,2,63,148.05738288864143,0.9102674071255908,2,No,4,Low
3430.0,40,75,,0.9163118516782285,6,No,2,Medium
7591.0,28,74,154.2216787801529,0.43762538173743437,4,Yes,8,Low
1774.0,13,165,92.3484619038771,0.3741896322059338,2,No,4,Medium
6128.0,33,197,117.0039296178442,0.5042235254095763,2,No,5,Low
1461.0,3,29,54.14325313144288,0.4095876753746227,3,No,7,Medium
9078.0,34,74,156.80401222474862,0.7469658825113742,5,No,5,High
655.0,23,160,164.99988037391347,0.2922139437666243,1,Yes,4,High
7892.0,32,150,194.16578435922997,,3,No,7,Medium
2212.0,20,67,72.8779284432088,0.9342887797940508,3,Yes,4,Medium
2310.0,28,53,126.48428179878911,,1,No,4,Medium
1801.0,8,127,28.010079926985014,0.7092015549299419,2,No,2,Medium
2812.0,3,128,5.638308673833123,0.2292050094016405,4,No,5,High
6563.0,30,198,128.17178100599264,0.2092455478875332,1,No,8,Low
2416.0,25,44,94.35799264611686,0.2040800302583794,2,Yes,4,High
6569.0,30,89,35.74549764604038,0.224675352860814,1,Yes,2,Low
1710.0,29,91,108.95653008921379,0.2945483832784978,2,Yes,9,High
4452.0,47,198,146.68204254338326,,2,No,6,Medium
6443.0,30,84,103.15493929070624,0.7902870837539837,3,No,3,High
4805.0,34,8,161.42387018315222,0.2141713213398242,1,Yes,5,High
9419.0,25,38,66.96219567925786,,3,Yes,6,Medium
5591.0,17,9,154.137183651101,0.8584446559872033,0,Yes,9,Medium
9196.0,24,154,80.81146086647962,0.7546492238526024,2,No,5,High
8455.0,38,152,161.50827986209836,0.48336921951532574,3,No,9,High
,28,107,36.44045725557753,0.10140151134297326,2,Yes,1,Low
4810.0,33,179,111.53677318865252,0.7612884471702671,2,Yes,4,Low
2125.0,36,38,111.43099431119126,,3,Yes,1,High
205.0,7,176,123.85579526115175,0.4017577385546758,3,No,2,Low
4559.0,23,10,82.42900489496184,0.7461888050990069,3,No,2,Medium
3192.0,46,188,121.58382631009448,0.15584285292515354,1,No,5,High
9444.0,26,33,90.0856253140603,0.7385453843244785,2,No,1,High
,14,57,73.67086499127323,0.16147766876400377,1,No,3,Low
9038.0,42,5,170.7046368369597,0.6284677022998139,0,Yes,6,High
6171.0,28,63,103.90162702847947,0.6377979573057643,2,Yes,1,High
,24,180,24.308431862092675,0.37194089898143756,5,No,1,Medium
9252.0,7,11,66.3484975663675,,5,Yes,3,High
3591.0,48,164,172.57436469151196,0.9544012972411935,2,No,9,Low
3397.0,36,82,,0.5820196636149518,5,Yes,2,Medium
,39,193,127.04224363843791,0.6217823126114763,1,Yes,6,Low
308.0,15,189,65.2728990492806,0.6535188001274264,5,Yes,3,High
3416.0,49,55,28.08976681374395,0.9019431342335396,4,No,6,Low
5507.0,3,151,124.02274433059014,0.15423008009208183,2,Yes,7,Low
7333.0,48,31,83.57070460670204,0.9039589910672795,8,No,7,Medium
1991.0,2,67,179.42642173483762,0.3157088577501467,1,Yes,2,High
9468.0,7,192,156.27719443056142,0.1701552246367127,2,Yes,3,Medium
3606.0,16,65,163.26289594105907,0.6915392669181982,3,Yes,4,High
2139.0,21,65,153.30433651073872,0.9792780798310152,3,Yes,8,Medium
3389.0,9,130,134.47561499596358,0.1515178596759363,3,Yes,5,High
9744.0,12,49,31.709788011624468,0.4835096362336293,3,Yes,1,Medium
6745.0,29,153,88.30228129030446,0.5768060728094072,3,No,9,High
4861.0,24,176,133.54370555341575,0.3269070676931411,3,No,1,Medium
1717.0,33,133,85.47972801825676,0.9845849342376712,2,No,2,Low
8286.0,14,99,98.50008425238268,0.6768668931434447,3,No,7,Medium
534.0,43,95,136.23058550475662,0.8599156055620403,7,No,3,Low
1746.0,18,48,152.8028511692424,0.4741999137745423,4,No,6,Medium
6767.0,5,66,53.87036843702524,0.41856029843033593,2,Yes,8,Low
5358.0,15,65,133.50205045649403,0.597842105392983,4,Yes,5,High
7290.0,7,83,128.24806112179056,0.4917505983639757,3,Yes,1,Low
1540.0,25,93,50.556571333187264,0.743453249623115,3,No,3,High
6195.0,14,116,79.67583665427563,0.3392362811906152,1,No,2,Low
6975.0,40,115,107.4842579938373,0.5046319279831597,2,Yes,6,High
4543.0,36,54,169.49741470178532,0.9056194725646538,0,Yes,5,Low
4960.0,35,45,79.26238946321212,0.7804971103089965,1,Yes,7,Medium
9225.0,44,37,120.88274779236872,0.251263148516105,3,Yes,2,High
,24,16,158.43832324383118,0.8981783464524378,6,No,6,High
7813.0,15,6,192.7340388277898,0.6301149314006692,2,Yes,5,Low
480.0,11,111,111.34139211059173,0.7113584649452348,4,No,6,Medium
9116.0,24,153,-5.983281157018254,0.3648309092643395,2,No,5,High
9830.0,11,146,146.1707631640425,0.49738983727209174,5,Yes,7,High
7273.0,44,38,110.55352512657515,0.8261312310156259,2,No,5,Medium
1737.0,17,89,57.754212566619415,0.3976085968868639,6,No,7,Medium
,6,196,135.5531785561776,0.24855545395917394,1,Yes,1,Medium
624.0,21,155,193.26656877495316,0.4404744216851325,3,No,9,High
3207.0,8,89,110.449462944369,0.1622968006684493,4,No,6,Low
8242.0,15,54,18.90941065144483,0.746070812636439,2,Yes,9,Low
1193.0,32,146,172.20460488702537,0.23297131789677802,4,Yes,1,High
204.0,10,110,101.1322218297432,,0,Yes,2,High
1839.0,28,50,135.6274315595076,0.8929729049985029,1,Yes,7,High
3226.0,15,122,,0.5864478921610939,5,Yes,4,High
1776.0,12,9,122.80843134262918,0.38920459653682815,3,No,1,Medium
8004.0,43,70,133.28415259531306,0.5929002010133972,5,Yes,5,High
8127.0,18,154,140.34746799410797,0.29644989366870045,5,Yes,4,High
5016.0,37,74,107.33309460093005,0.12265581673504913,2,No,6,High
3034.0,44,112,61.9711715810249,0.6433592310674227,2,No,7,Medium
5256.0,24,6,109.68401755440836,0.7427133395062563,3,No,3,Medium
,37,33,139.42686175096674,0.8918035889013816,3,Yes,6,Medium
9733.0,29,65,62.319692839319515,0.7946950249582513,2,Yes,2,High
1945.0,10,104,44.6675741128559,0.9340099304459635,2,Yes,4,Medium
3601.0,14,132,166.65138993484007,0.9873581279885832,1,No,9,High
1641.0,16,148,184.57907361224864,0.7704419029712184,0,Yes,7,High
566.0,37,196,101.91859838068645,0.8811309707473006,2,No,2,Low
3044.0,11,101,,0.7063583529053663,0,No,6,Medium
4394.0,26,101,,0.25384401208744223,6,No,4,Low
1691.0,40,18,-8.996922355847744,0.2635321836900565,2,No,8,Low
4172.0,19,47,110.33634235660544,0.19923351068373682,3,No,8,Medium
3672.0,18,175,173.298649315266,0.9486772479941712,3,No,1,Medium
9485.0,30,74,41.28124901570571,0.7054765280554421,6,Yes,8,Low
6078.0,32,59,36.708120520357355,0.8109187754189722,0,No,7,High
393.0,23,35,,0.3980416031419278,2,Yes,1,Low
9213.0,12,80,76.29322191484222,,2,No,3,Medium
5958.0,13,172,133.35712849640197,0.13580157865302353,0,No,5,High
1438.0,21,159,166.03202022440058,0.9001066603915877,3,No,3,Low
5309.0,21,56,164.85903622616206,0.8677030864704472,3,No,3,Low
3575.0,29,132,132.69736345274887,0.8063302013778648,3,No,1,Low
9833.0,29,11,20.44567566808975,0.15247186091307235,2,No,8,Medium
2598.0,27,178,,0.2568247620196904,4,No,9,Low
9199.0,29,104,136.70901159900114,0.4007535919790153,3,Yes,5,Medium
5828.0,15,165,20.65064998676307,0.33675640780750454,1,No,1,High
7417.0,47,140,127.76774640262494,0.8546138546779618,2,Yes,1,High
,12,137,113.87483480897325,0.2753521823805579,3,No,9,Low
3188.0,41,65,76.8269556753115,0.578912018805077,4,No,1,Medium
6381.0,19,108,-27.31910980849395,0.614242988037381,1,Yes,9,Low
6895.0,12,192,110.08908881634895,0.4825106624462836,3,Yes,3,High
5727.0,23,156,125.59283941353362,0.3166191385574133,4,No,3,Medium
4090.0,5,11,72.19466196114985,0.9642648617930183,1,Yes,4,High
3851.0,26,193,45.403226971593305,0.4720593180421202,5,No,5,High
7341.0,10,87,114.66676286516439,0.7545789959829984,3,Yes,6,Medium
2197.0,22,99,27.386682367709298,0.265641838890606,3,Yes,6,Medium
3274.0,39,168,130.8430217540044,0.8405300516826054,2,Yes,9,Medium
,23,31,152.792145527506,0.29430264091030006,2,Yes,1,Low
398.0,11,128,1.993052780084696,0.7077759612157235,3,Yes,9,Low
4534.0,28,161,73.59316115502693,0.5558464013252696,1,No,4,Medium
4161.0,31,91,97.56156899022496,0.23190142688328383,4,Yes,7,Medium
573.0,8,152,99.03000417203037,0.12245427654046954,4,Yes,6,Low
5157.0,39,74,56.05034950402534,0.9376734388436252,0,Yes,9,Medium
5389.0,48,118,33.186896729539015,0.21312146220808587,3,No,2,High
,28,80,76.99300557731232,0.7344562858182233,5,No,2,Medium
8740.0,16,118,132.20590586623672,0.6874164630522857,6,Yes,7,Low
2321.0,46,7,128.52390197075513,0.4075480382036739,4,No,9,Medium
5351.0,47,171,129.13509221697802,0.2668446095992557,1,No,5,Medium
3711.0,31,103,162.54949137286468,0.26049542450987334,1,No,7,High
2742.0,41,128,47.63296964200414,0.6267950677452151,1,Yes,8,Medium
2020.0,48,49,81.10117500394277,0.5922291651616409,4,Yes,8,Low
7175.0,16,130,90.75815611090165,0.8883415183152089,1,No,4,Low
6094.0,5,72,-44.12406176308329,0.6760027705707427,3,No,7,High
2416.0,35,35,111.21209884145703,0.8373474784724723,1,Yes,1,High
1374.0,25,110,98.51667131818573,0.12917175620734792,5,Yes,4,Low
9907.0,13,42,43.18224755546732,0.7038938323257357,4,No,5,Medium
5083.0,29,138,143.56464537956595,0.3103377745866589,7,Yes,7,Low
7934.0,27,12,140.40518481203418,0.32755506396913914,2,No,6,High
,40,32,119.99144140357497,0.7485188761804069,4,Yes,4,Low
359.0,17,19,14.55853035514373,,4,Yes,3,High
3306.0,37,12,51.34956443785876,,1,Yes,6,Low
9804.0,38,58,115.20177426490409,0.8110691351814756,2,Yes,5,Medium
5278.0,29,138,73.15220434661853,0.49937020781712005,4,No,3,Medium
5458.0,34,33,88.4586209366166,0.8718808135333427,2,Yes,4,High
4607.0,30,119,44.94238623089457,0.12241339496073338,2,Yes,2,Medium
6558.0,31,38,109.5953377787456,0.1751455637333656,2,Yes,9,High
7641.0,22,11,175.23952917841297,0.7987166265409135,3,Yes,7,Medium
3608.0,46,44,116.18693323637241,0.661680665047299,1,Yes,3,Low
7405.0,25,78,148.56227188054126,0.6031182282719665,1,No,8,Medium
5094.0,4,145,143.88065019252707,0.652580926604716,1,No,8,Low
8523.0,35,66,82.0904749726482,0.9371715646799357,3,Yes,1,High
6854.0,41,90,90.7219335432497,0.6899833282942596,2,No,5,Medium
9021.0,44,120,173.53514826705026,0.6827285049938524,5,Yes,5,Medium
5616.0,9,69,136.62695176608156,0.7835237917356049,4,No,3,Low
5968.0,26,45,148.04353268241846,0.879958635075844,6,Yes,2,High
5899.0,27,127,108.33016738192731,0.33572123041451946,2,Yes,1,Medium
3029.0,27,174,80.40218583440985,0.6550739733099736,4,No,4,High
8609.0,18,120,86.48755215003585,0.6255774671972277,5,Yes,2,High
1630.0,30,70,168.86401452712136,0.22136453334850828,4,Yes,5,Medium
8013.0,45,120,99.95948876393459,0.5682852765196408,6,Yes,2,Low
9402.0,46,143,162.38245455503056,0.16259546326641883,5,Yes,1,High
815.0,31,105,170.2567784031575,0.2664636286621057,3,Yes,9,High
9633.0,42,54,146.03045466540468,0.9216667737263624,4,No,2,Medium
7627.0,3,75,140.18233394403853,,3,No,4,High
3412.0,29,167,184.84522672595264,,3,No,3,Medium
7323.0,7,84,57.71937829741239,0.3911326263937662,2,No,1,High
,18,83,79.38578737664633,0.5997819616539513,3,Yes,8,Low
7127.0,16,24,37.03207367274574,0.31147618820716283,3,Yes,2,Low
301.0,49,160,25.127754990096506,0.4999415092098941,3,No,8,Low
,32,127,97.78422977870885,0.8806000898334345,4,Yes,1,Low
9964.0,38,41,113.42857541962665,0.43859528003742076,4,No,6,Medium
9348.0,25,7,125.26800904278706,0.4177278442008421,2,Yes,4,Medium
3771.0,44,97,65.13590354216757,0.5015062713426988,2,Yes,3,Medium
8710.0,32,191,79.34742358699947,0.19044355981988376,3,No,1,Medium
7470.0,19,105,142.3369532519958,0.4486123221292494,2,No,1,Medium
2698.0,3,159,26.974646612506007,0.10621022556534902,2,No,7,Low
8917.0,35,36,100.63380033004046,0.5530574306340567,0,No,6,High
,29,52,165.29706999378556,0.8631469712362864,4,No,3,High
3029.0,11,50,86.71980748902418,0.5968657935528687,1,No,2,Low
3483.0,6,118,78.9419213480161,0.6469526603854175,3,No,3,Low
3640.0,19,99,162.14170012717472,0.12750703413378975,2,Yes,8,Medium
493.0,37,51,29.313317636971277,0.8735634821044677,3,No,7,Medium
,45,44,59.798573075696915,0.4465031975202327,3,No,7,High
6877.0,27,135,61.71971172430818,0.977367412546036,1,No,5,High
8923.0,5,120,134.71074105661268,0.20841883257723398,5,Yes,3,Medium
421.0,26,161,19.79716617085687,0.9502046963067139,3,Yes,1,Medium
4769.0,35,95,161.680850578977,0.6708618157026907,4,Yes,1,Low
1793.0,19,62,98.66943057199177,0.14710627026153472,4,No,6,Medium
1163.0,17,182,152.28978436097037,0.9745291700530582,2,Yes,4,Low
8021.0,35,14,162.04125344816427,0.11248576133073772,3,No,7,Medium
,47,65,60.72003081593186,0.7576301518218921,1,No,1,High
9768.0,49,115,100.91688443999698,0.9005769535492851,1,Yes,6,Low
3361.0,13,125,88.59639504709152,0.25823039880714166,1,No,7,High
3186.0,14,65,96.7277350188638,0.4090214716280276,4,Yes,1,Low
3911.0,30,155,71.52001714263473,0.6051064064849742,3,Yes,2,Low
3451.0,48,10,155.7082824437872,0.7118283572604667,5,Yes,9,High
7180.0,43,79,90.6969550648991,0.8846882810151349,2,Yes,9,High
9250.0,17,192,83.29347952312744,0.7849634237904753,7,No,6,Medium
4243.0,37,119,156.1773371976035,0.426998029437044,6,Yes,4,Low
6432.0,15,159,141.8086189445621,0.8395478306080015,6,Yes,7,Medium
6547.0,18,187,114.37726709522487,0.9694690489783119,3,No,5,Low
9874.0,48,35,80.38062100496299,0.30428756311747246,3,No,3,Medium
7963.0,14,127,173.23053422417067,0.16668603410898647,3,Yes,4,High
3276.0,14,162,47.15753728904374,0.4839577587477064,2,Yes,2,High
2516.0,45,71,153.61915804585985,0.8932573935617958,5,Yes,6,Medium
7768.0,33,17,131.3226541402469,0.23526235439127527,2,Yes,3,High
8751.0,38,63,36.67984209138335,0.897218369093809,4,No,7,Medium
2411.0,11,58,103.6952589840052,0.99299172136255,0,Yes,4,Low
1329.0,11,108,33.962785868954796,0.14860200779484073,2,No,8,Low
1630.0,48,25,82.60492785366016,0.5457307364699355,8,No,1,High
9679.0,26,47,114.00796440545963,0.3959969452419252,3,No,9,High
2897.0,3,15,49.284824509074895,0.4543118694381799,2,Yes,3,High
1463.0,25,113,-17.388985383523647,0.5064712771116777,2,Yes,3,Low
4602.0,17,71,93.6123151769095,0.7657335608060708,1,No,5,Medium
552.0,22,170,110.72780714246255,0.6321697328540586,3,Yes,1,High
,29,99,81.1512258411991,0.9650809793951023,2,No,3,Medium
6096.0,46,156,99.23052713819114,0.3994881393155807,2,No,4,High
677.0,26,110,91.01926232947868,0.5873536742344685,3,Yes,2,High
4019.0,34,55,49.116631011838976,0.8319956778403274,5,Yes,6,High
7417.0,26,193,197.35590081975874,0.4357255752943122,1,No,4,Medium
3364.0,9,50,115.84937755879466,0.5187692805498186,3,No,1,Medium
2031.0,40,47,78.70850901934493,0.7164770974167041,4,No,3,Medium
4342.0,11,31,58.76080049798771,0.8746697967438758,4,Yes,7,Low
8281.0,7,89,80.12177735217753,0.47411332338144585,5,Yes,3,Low
282.0,30,162,81.75199086977618,0.5787554249320661,5,Yes,6,Low
8527.0,2,98,101.90764723023355,0.977610056761755,0,No,6,Medium
,30,131,,0.13822224575230363,4,Yes,1,Low
3105.0,4,195,59.77150760199493,0.5034058449935901,3,No,2,High
,14,14,108.88620289769862,0.6723836660162804,2,No,6,Medium
624.0,13,135,139.98188365053738,0.10758471180591264,3,Yes,2,High
5759.0,25,64,66.30762763824603,0.6371078514097731,4,No,2,High
2470.0,13,31,66.02021165473238,0.15057995919670808,5,No,4,Medium
9576.0,13,127,24.544754510161326,0.871802556983365,5,No,8,High
1735.0,37,177,184.06054697964134,0.8263774859577093,2,Yes,6,Medium
4532.0,44,66,125.39627766398978,0.12902962311873664,4,No,8,Low
7567.0,6,156,71.48096762000479,0.1439236221016385,1,No,4,Medium
4314.0,26,50,69.31573165617634,0.7782525384054422,6,Yes,3,Medium
9873.0,14,130,48.43089174703065,0.4325904033204794,5,No,7,High
,8,176,107.85501824450569,0.6175232091444923,4,Yes,7,High
7950.0,24,67,82.89246854084112,0.34329544278884555,1,Yes,2,High
4041.0,22,8,54.13074108625614,0.2556719884936898,2,No,1,High
8487.0,40,20,61.41310332460035,0.3664694057928054,3,No,8,High
8624.0,39,183,,0.3220423302015893,5,Yes,3,High
3191.0,49,78,80.92826619824382,0.503476694415401,1,No,6,High
4818.0,21,116,38.59727438138758,0.7720085487589176,0,No,7,High
8949.0,43,105,103.23396654686994,0.598716467134261,2,No,8,High
8995.0,26,180,65.68789583991779,0.6482604771457466,2,No,6,Medium
5652.0,10,197,132.30362421560253,0.5230707368122759,4,Yes,7,High
5078.0,13,49,175.34709412545354,0.3922602761825347,1,Yes,5,High
9741.0,42,135,3.1276013503195372,0.22915794282443913,1,No,3,Medium
1352.0,14,21,64.65296056441468,0.4191089132026009,3,Yes,2,Low
8815.0,9,169,106.92582243673661,0.6986787545924786,5,Yes,7,Low
2522.0,7,9,96.1773629674759,0.7603996806314384,2,Yes,8,Medium
,39,179,162.59255659495136,0.5222633895173922,1,No,8,Low
9067.0,31,48,99.0349262349087,0.6804975471247411,3,Yes,3,High
127.0,16,165,110.21747150182418,0.28948697369582704,3,Yes,2,High
7639.0,8,25,121.54148852572979,0.8740596886515607,1,Yes,9,High
185.0,48,199,65.95783554875304,0.8793428056087822,3,Yes,6,Low
,15,72,125.75984982082576,0.38829513454527287,1,Yes,3,Medium
4381.0,25,36,120.27876409831588,0.5929410153654345,4,No,5,High
4753.0,47,28,105.15972180431737,0.6459958255736973,2,No,1,Medium
8133.0,38,167,,0.525187034906176,1,Yes,2,Medium
7764.0,41,150,61.94986680535281,0.9200279382020085,3,No,9,High
5166.0,15,71,,0.7657452521138639,3,Yes,3,Medium
356.0,25,107,95.24391626553107,0.7052594433478594,5,No,8,Medium
1547.0,7,58,137.44918751447221,0.5680838993821365,3,No,8,High
5800.0,26,158,137.84873733262708,0.1763625969448681,2,No,5,Medium
4699.0,8,192,117.22955141402728,0.1970392398580869,2,No,8,Low
3443.0,18,129,137.8564069704087,,2,No,2,High
793.0,21,121,125.00470315676836,0.29037004153202206,1,No,2,High
8774.0,16,69,73.68501255068605,0.9572778747171948,1,No,4,High
3765.0,47,183,99.7086946596167,0.46883126678655884,4,Yes,8,High
2774.0,3,118,45.0571493903727,0.8889448947928767,6,Yes,2,High
450.0,1,192,174.66970476596234,0.8362717152996083,2,Yes,4,High
8940.0,13,191,37.27662568584796,0.8313132454633855,2,Yes,8,High
7144.0,32,80,-4.205610447860963,0.2941367726321664,3,Yes,3,Low
8519.0,12,21,206.03323409155598,0.5025896317007339,2,No,8,Medium
2163.0,31,153,95.35728649200352,0.3861567924824255,4,No,2,Low
6029.0,41,199,144.73772882624036,,2,No,1,Medium
8716.0,2,112,136.64696185643822,0.889069871166103,1,Yes,6,High
7513.0,41,32,152.269910512379,0.32493129487578376,1,No,8,Low
1921.0,8,48,129.55666731729843,0.3821683247291454,3,No,9,High
4989.0,25,194,129.8691711614806,0.5760183138200421,2,Yes,8,Medium
1685.0,5,174,-17.000318825107158,0.3507452066182444,4,Yes,2,Low
9970.0,45,98,51.819017129705145,0.8420769699282201,3,No,1,Low
,2,26,-31.39234971341952,0.8373081501143301,4,No,7,Medium
2380.0,42,42,59.003959991274364,0.7519063940463389,3,No,7,Medium
3849.0,38,18,73.34755497518506,0.7203791842804388,2,No,3,Low
2638.0,39,115,94.17105773601315,0.5925713567454474,3,Yes,6,Low
9308.0,3,126,52.61335850570808,0.4124010313974855,2,Yes,7,Low
543.0,46,158,82.37861839991162,0.8532446074959181,2,Yes,9,Medium
2167.0,48,172,74.10540987627894,0.8729489541265951,4,No,1,High
,38,58,117.27071449076261,0.14455852197775068,1,No,3,Low
2634.0,22,145,137.9562770614923,0.45875747253167143,2,Yes,5,Medium
188.0,40,131,110.7103802888921,0.12396482240520207,4,No,3,Low
3490.0,33,23,131.51554212290162,0.8555296552296712,2,No,8,Medium
5337.0,32,46,109.54199412617078,0.25938392186983766,0,Yes,6,Low
6677.0,47,45,159.35013341874298,0.7064800883348794,3,Yes,2,Medium
2041.0,17,54,193.20734494696217,0.421638235924933,3,No,1,Medium
3410.0,18,135,-22.312908995779154,0.8344589079089485,1,Yes,5,Low
8363.0,3,163,156.6602358880777,0.5587182102283881,7,No,9,Medium
921.0,6,80,35.51996126963229,0.39196173200640116,6,No,9,Medium
8172.0,49,147,109.2899312903311,0.39148360052566644,6,No,1,Medium
,13,186,113.06776167481343,0.3942345181794201,4,No,3,Medium
8695.0,31,185,130.42180627341796,0.8097212952273727,6,No,6,Medium
1798.0,17,177,97.4532282341992,0.7400040389440061,5,No,5,Medium
7462.0,21,170,99.75596278736097,0.3872926966118797,3,Yes,4,Medium
5791.0,16,103,117.16982141997815,0.5411872800492428,1,Yes,2,Medium
5829.0,17,54,82.69290857012936,0.16853804697639285,5,No,4,Low
2053.0,32,156,5.027237418595988,0.8447502415234808,4,No,5,Medium
5063.0,1,149,99.91231725591292,0.33935932849937134,1,No,2,High
6086.0,48,150,62.55856871495555,0.9003026276548272,4,Yes,1,Low
7852.0,38,46,58.28581597854179,0.6371170237116335,1,No,7,Low
5091.0,8,149,53.42161851123401,0.6110381459944382,3,Yes,7,High
3901.0,1,20,1.437314544675985,0.24644686808279942,5,Yes,8,Medium
8547.0,2,89,80.01642703708369,0.1625818236310148,2,No,6,High
2031.0,47,56,100.03991343262206,0.5973549228836441,7,Yes,1,High
1211.0,37,40,138.40052046903892,0.5211902109297016,5,Yes,8,High
972.0,24,111,70.46355875778823,0.20771473021953635,2,Yes,2,Low
8054.0,27,171,178.87580758287567,,2,No,3,Medium
4687.0,20,85,129.1878794113028,0.47551610725814353,6,Yes,8,Low
6579.0,47,157,43.94570206194981,0.3344120203517983,1,No,4,Medium
1661.0,21,119,75.58578284948157,0.8094448838317495,1,Yes,5,High
5626.0,42,46,201.07718223475638,0.9217577410992432,2,Yes,9,Low
4557.0,37,153,137.9976209189688,0.37536643287013616,2,Yes,7,Medium
5660.0,35,72,73.65578324097878,0.7983548968614825,2,Yes,7,Medium
7981.0,38,191,144.63280787631618,0.6872676913076621,1,Yes,1,High
9185.0,15,128,36.939179912363876,0.9907550053786826,2,No,1,Low
7815.0,46,34,72.36614074838016,0.28359343667010484,2,No,8,Low
2784.0,42,189,-16.497235406430207,0.964611095055809,2,Yes,1,Low
9538.0,30,37,130.18524471377043,0.38374485103890077,8,Yes,2,Low
846.0,4,107,41.722073429886045,0.47075886826387503,2,Yes,4,Low
